,Date,Year,Time,Crash_location,Organisation,Flight_num,Route,Ac_type,onboard_alive,Onboard_fatalities_num,Ground_fatalities_num,Summary,Crash_location_country,Crash_location_ISO,Crash_location_city,Crash_location_city_longitude,Crash_location_city_latitude
76,October 10,2000,14:52,"Wichita, Kansas",Bombardier Aerospace,?,Test flight,Canadair CL-600-2B16 Challenger 604,3 Â  (passengers:0Â  crew:3),2 Â  (passengers:0Â  crew:2),0,"The cause of this accident was the pilot's excessive takeoff rotation, during an aft center of gravity takeoff, a rearward migration of fuel during acceleration and takeoff and consequent shift in the airplane's aft c.g. to aft of the aft c.g. limit, which caused the airplane to stall at an altitude too low for recovery. Contributing to the accident were Bombardier's inadequate flight planning procedures for the Challenger flight test program and the lack of direct, on-site operational oversight by Transport Canada and the Federal Aviation Administration.",Kansas,US,Wichita,37.69224,-97.33754
77,November 06,2012,07:46,"Wichita, Kansas",Fedex operating for Baron Aviation,8588,"Wichita - Garden City, KS",Cessna 208B Super Cargomaster,1 Â  (passengers:0Â  crew:1),1 Â  (passengers:0Â  crew:1),0,"The cargo plane climbed to an altitude of about 4,000 feet then attempted to return to the airport. The plane continued to lose altitude until it made a forced landing in a field and crashed into trees.",Kansas,US,Wichita,37.69224,-97.33754
78,January 16,1965,09:30,"Wichita, Kansas",Military - U.S. Air Force,?,?,Boeing KC-135A,7 Â  (passengers:0Â  crew:7),7 Â  (passengers:0Â  crew:7),23,"Shortly after taking off, the aircraft made a left bank attempting to return to McConnell Air Force Base and transmitted a distress message. Soon after, the plane crashed to the ground in a nose-down attitude into houses. Remains of a parachute were found in the No. 1 engine which may have led to an asymmetrical thrust condition.",Kansas,US,Wichita,37.69224,-97.33754
79,October 04,2014,0156,"Wichita Falls, Texas",Air Evac Lifeteam,?,"Waurika, OK - Wichita Falls, TX",Bell 206L,4 Â  (passengers:1Â  crew:3),2 Â  (passengers:1Â  crew:1),0,"The air ambulance crashed while transporting a patient from Waurika, Oklahoma to United Regional Health Center. The patient was killed and 3 crew members injured.",Texas,US,Wichita,37.69224,-97.33754
80,January 09,1975,16:07,"Whittier, California",Golden West Airlines / Private,261,Ontario - Los Angeles,de Hav Can. DHC-6 Tw Otter 100/ Cessna,14 Â  (passengers:10Â  crew:4),14 Â  (passengers:10Â  crew:4),0,"Midair collision between a DHC-6 and a Cessna 150 at 2,200 feet while approaching Ontario Airport. Twelve aboard the Otter  and two aboard the Cessna killed. The failure of both flight crews to see the other aircraft in sufficient time to initiate evasive action. This was because of the position of the sun, the closure angle of the aircraft and the necessity of the Twin Otter's flight crew to acquire visual contact with radar reported traffic directly ahead of them.",California,US,Whittier,33.97918,-118.03284
81,September 13,1978,11:30,"Whittier, AK",Alaska Travel,?,"Anchorage, AK - Whittier, AK",de Havilland DHC-2,6 Â  (passengers:5Â  crew:1),6 Â  (passengers:5Â  crew:1),0,The float plane flew into a blind canyon and crashed into water. Continued VFR flight into adverse weather conditions.,,,,,
82,August 12,1994,21:05,"Whiting, New Jersey",Air Taxi - National Helicopters,?,"New York, NY - Atlantic City, NJ",Bell 206L-4,3 Â  (passengers:2Â  crew:1),3 Â  (passengers:2Â  crew:1),0,The non-instrument rated commercial pilot was en route at 2000 feet msl on a night VFR flight when he reported an inadvertent encounter with instrument meteorological conditions. The helicopter (N124NH) subsequently crashed in a wooded area while in a steep descent. Continued VFR flight into IMC.,New Jersey,US,,,
83,July 18,1952,0:00,"Whiting Field, near Milton, Florida",Military - Navy,?,Corpus Christi - Norfork,Fairchild packet (C119 flying boxcar),46 Â  (passengers:40Â  crew:6),41 Â  (passengers:37Â  crew:4),0,"The Marine cargo plane, carrying ROTC students taking part in summer training crashed while taking off after a refueling stop.",Florida,US,Milton,42.24954,-71.06616
84,November 22,1945,10:00,"White's Farm, England",Military -Royal Air Force,?,?,Consolidated LB-30A Liberator,27 Â  (passengers:22Â  crew:5),27 Â  (passengers:22Â  crew:5),0,"The aircraft crashed into a hill shortly after takeoff after and  making a turn, before reaching the prescribed altitude.",,,,,
85,March 14,1978,04:13,"Whitelake, Michigan",Wyman Pilot Service - Air Taxi,?,"Flint, MI - Whitelake, MI",Beechcraft D18,2 Â  (passengers:1Â  crew:1),2 Â  (passengers:1Â  crew:1),0,Crashed on final approach after flying through areas of turbulence and thunderstorms.,Michigan,US,,,
86,February 01,1985,20:25,"Whitefield, New Hampshire",Air Taxi - Air Trends Inc.,?,"Burlington, VT - Whitefield, NH",Piper PA-31-350,5 Â  (passengers:4Â  crew:1),4 Â  (passengers:3Â  crew:1),0,The aircraft crashed after executing a missed approach at Whitefield during IMC weather. The aircraft was seen at 300-400 ft agl during some part of the maneuvering near the airport. The aircraft seemed to be heading for the airport when last seen by ground observers. Fuel starvation. Fuel tank selector in wrong position.,New Hampshire,US,,,
87,February 11,1981,18:40,"White Plains, New York",Private - Corporate,?,"White Plains, NY - Toronto, Canada - White Plains, NY",Lockheed 1339,8 Â  (passengers:6Â  crew:2),8 Â  (passengers:6Â  crew:2),0,"Crashed in rain, fog, windshear.  Pilot distracted as a result of a major electrical system failure. Undetected deviation from flightpath.",New York,US,York,39.9626,-76.72774
88,October 07,2007,20:00,"White Pass, Washington",Kapowsin Air Sports,?,"Star, ID - Shelton, WA",Cessna 208 Caravan,10 Â  (passengers:9Â  crew:1),10 Â  (passengers:9Â  crew:1),0,"The parachutists had gone to Boise for a skydiving meet and were returning to Shelton when the plane crashed in rugged mountain territory. Radar shows the plane was at about 13,000 feet when it reached the Tieton River valley. The plane then turned around 360 degrees, then lost about 7,000 feet-per-minute before it disappeared. Reports indicate the pilot faced low clouds and low-level turbulence before the accident.",Washington,US,Washington,38.89511,-77.03637
89,January 05,2010,13:30,"Wheeling, Illinois",Royal Air Freight,?,"Detroit, MI - Chicago, IL",Gates Learjet 35,2 Â  (passengers:0Â  crew:2),2 Â  (passengers:0Â  crew:2),0,"The cargo plane crashed into a forest reserve south of Chicago-Executive Airport while on approach, after being cleared to land.",Illinois,US,Wheeling,42.13919,-87.92896
90,March 26,1937,?,"Wetnum, Germany",Deutsche Lufthansa,?,?,Junkers JU-52/3m,6 Â  (passengers:4Â  crew:2),2 Â  (passengers:2Â  crew:0),0,Engine failure.,Germany,DE,,,
91,March 15,1962,c 00:30,"Western Pacific Ocean, Philippine Sea",Flying Tiger Line,739/14,"Travis AFB - Honolulu - Agana, Guam - Clark AFB -Saigon",Lockheed 1049H Super Constellation,107 Â  (passengers:96Â  crew:11),107 Â  (passengers:96Â  crew:11),0,"Lost at sea while en route from Guam to the Philippines. The crew of the SS T.L. Lenzen supertanker sighted a midair explosion at 00:30 local time, from their position at 13 degrees 44' N, 134 degrees 49' E.  The subsequent search of over 144,000 square miles found nothing. Cause undetermined.",,,,,
92,September 05,1999,11:53,"Westerly, Rhode Island",Air Taxi - New England Airlines,?,"Westerly, RI - Block Island, RI",Piper PA-32-260,5 Â  (passengers:4Â  crew:1),3 Â  (passengers:2Â  crew:1),0,"After taking off, the airplane banked to the left, descended, and impacted terrain in an open field about 200 ft. beyond the departure end of the runway. The pilot's loss of control of the airplane during a turn.",Rhode Island,US,Westerly,41.3776,-71.82729
93,March 15,1989,07:25,"West Lafayette, Indiana",Mid Pacific Air,?,Terre Haute - Lafayette,NAMC YS-11A-300F,2 Â  (passengers:0Â  crew:2),2 Â  (passengers:0Â  crew:2),0,"While landing the cargo plane pitched down and crashed short of the runway. A loss of control due to the improper in-flight decisions by the crew and the undetected accumulation of ice on the leading edge of the horizontal stabilizer, during flight in a forward centre of gravity condition and exacerbated by the extension of full landing flaps.",Indiana,US,Lafayette,30.22409,-92.01984
94,August 08,1963,?,"Wemmershoek Mountains, South Africa",Military - South African Air Force,?,?,Avro Shackleton MR3,13 Â  (passengers:11Â  crew:2),13 Â  (passengers:11Â  crew:2),0,The aircraft suffered extreme air frame icing and crashed inverted into a mountain.,South Africa,ZA,,,
95,March 21,1994,?,"Weipa, Australia",Aurukun Air Services,?,?,Britten-Norman BN-2A-21 Trislander,6 Â  (passengers:5Â  crew:1),6 Â  (passengers:5Â  crew:1),0,"Lost an engine while taking off and then lost a second engine and crashed 1,300 ft. beyond the runway.",Australia,AU,,,
96,November 24,1933,?,"Wedron, Illinois",National Air Transport,?,?,Boeing 247,2 Â  (passengers:?Â  crew:?),2 Â  (passengers:?Â  crew:?),0,?,Illinois,US,,,
97,October 30,1959,20:40,"Waynesborough, Virginia",Piedmont Airlines,349,"Washington DC - Charlottsville, VA",Douglas DC-3,27 Â  (passengers:24Â  crew:3),26 Â  (passengers:23Â  crew:3),0,Crashed into Bucks Elbow Mountain during an ILS approach to Charlottesville Airport. Navigational omission resulting in an off course approach. It took thirty-six hours before the lone survivor was rescued.  A navigational omission which resulted in a lateral course error that was not detected and corrected through precision instrument flying procedures. A contributing factor to the accident may have been pre-occupation of the captain resulting from mental stress.,Virginia,US,Waynesboro,38.06847,-78.88947
98,December 26,1932,?,"Wau, Australia",Guinea Airways,?,?,De Havilland DH-60,2 Â  (passengers:?Â  crew:?),2 Â  (passengers:?Â  crew:?),0,?,Australia,AU,,,
99,August 27,1937,?,"Wau, Australia",Guinea Airways,?,?,Stinson SR-7 Reliant,2 Â  (passengers:?Â  crew:?),1 Â  (passengers:?Â  crew:?),0,?,Australia,AU,,,
100,March 05,1975,16:18,"Waterford, Wisconsin",Burlington Air - Air Taxi,?,"Moline, IL - Racine IL",Beechcraft 95,4 Â  (passengers:3Â  crew:1),2 Â  (passengers:2Â  crew:0),0,The aircraft suffered partial loss of engine power while en route. Made a forced crash landing.  Not equipped with anti- icing. Conditions conducive to carburetor induction icing. Attempted operation with know deficiencies in equipment. Initiated flight in adverse weather conditions.,Wisconsin,US,Waterford,42.69303,-83.41181
101,January 13,1982,16:01,"Washington, D.C.",Air Florida,90,"Washington D.C. - Fort Lauderdale, FL",Boeing B-737-222,79 Â  (passengers:74Â  crew:5),74 Â  (passengers:70Â  crew:4),4,"The aircraft crashed into the 14th St. bridge and the Potomac River and sank shortly after taking off from Washington National Airport. The aircraft reached a peak altitude of 300 ft. The flight crew's failure to use the engine anti-icing system during takeoff. Failure to de-ice the plane a second time before takeoff and taking off with snow/ice on the airfoil surfaces of the aircraft. Ice which accumulated on the engine pressure probes resulted in erroneously high Engine Pressure Ratio (EPR) readings. When the throttles were set to takeoff EPR, the engines were actually developing significantly less than takeoff thrust. The crew's inexperience in icing condtions was a contributing factor.",Washington,US,Washington,38.89511,-77.03637
102,December 12,1949,20:45,"Washington, D.C.",Capital Airlines,500,New Port News - Washington D.C.,Douglas DC-3-313A,23 Â  (passengers:20Â  crew:3),6 Â  (passengers:4Â  crew:2),0,"The aircraft crashed 1,875 feet, short of the runway threshold, into the Potomac River while approaching Washington National Airport. Immediately before the accident and during the execution of an instrument approach, the aircraft was stalled at too low an altitude to effect recovery.",Washington,US,Washington,38.89511,-77.03637
103,April 27,1945,12:40,"Washington, D.C.",Page Airways,?,"Washington, D.C. - New York, Ny",Lockheed 18 Lodestar,13 Â  (passengers:11Â  crew:2),6 Â  (passengers:6Â  crew:0),0,"Lost an engine during takeoff, settled back on the runway, overran the runway, rolled to the right and crashed into a drainage ditch and burned. Engine failure during a critical point in the take-off followed by the pilot executing an emergency landing under unfavorable conditions. Contributing factors were the strong gusts and ground turbulence which prevailed at the time and the presence of a deep ditch near the runway.",Washington,US,Washington,38.89511,-77.03637
104,September 14,1993,15:33Z,"Warsaw, Poland",Lufthansa,2904,Frankfurt - Warszawa,Airbus A320-211,70 Â  (passengers:64Â  crew:6),2 Â  (passengers:1Â  crew:1),0,"The aircraft skidded off  the end of the runway while landing. The crew was made aware of windshear at approach end of runway but not of poor water drainage on the runway nor a change in wind direction. A very light touch of the runway surface with the landing gear and lack of compression of the left landing gear leg to the extent understood by the aircraft computer as the actual landing, resulted in delayed deployment of spoilers and thrust reversers. The delay was about 9 seconds. Thus, the braking commenced with delay and in a condition of heavy rain and strong tailwind the aircraft did not stop on the runway. The aircraft was named ""Kulbach.""",Poland,PL,Warsaw,52.22977,21.01178
105,May 09,1987,11:12,"Warsaw, Poland",LOT Polish Airlines,5055,Warsaw - New York City,Ilyushin IL-62M,183 Â  (passengers:172Â  crew:11),183 Â  (passengers:172Â  crew:11),0,"The No. 2 engine failed, causing an engine fire, cabin decompression, damage to the  No. 1 engine, loss of  elevator control and damage to the electrical system. A fire in the cargo hold was not detected because of damage to the fire warning system. While attempting to return to Warsaw and attempting a turn to land, the aircraft crashed into a forest, 9 miles short of the runway. The cause of the engine failure was an overheated bearing. The aircraft was named Tadeusz Kosciuszko.",Poland,PL,Warsaw,52.22977,21.01178
106,December 19,1962,19:30,"Warsaw, Poland",LOT Polish Airlines,?,Berlin - Warsaw,Vickers Viscount 804,33 Â  (passengers:28Â  crew:5),33 Â  (passengers:28Â  crew:5),0,Stalled and crashed 8 miles from the threshold after being struck by lightning.,Poland,PL,Warsaw,52.22977,21.01178
107,December 29,1991,c 15:05,"Wanli, Taiwan",China Airlines (Taiwan),358,Taipei - Anchorage,Boeing B-747-2R7F,5 Â  (passengers:0Â  crew:5),5 Â  (passengers:0Â  crew:5),0,The cargo plane crashed on takeoff  after losing the No. 3 and 4 engines due to corroded midspar fuse pins. The No. 3 engine broke loose first striking the No. 4 engine.,Taiwan,TW,,,
108,August 24,1938,c 08:00,"Wangmoon, China",China National Aviation Corporation,?,Hong Kong - Chungking,Douglas DC-2,17 Â  (passengers:13Â  crew:4),14 Â  (passengers:12Â  crew:2),0,"While en route from Hong Kong to Chungking, the aircraft was shot down by Japanese military fighters. The aircraft was named Kweilin. The plane was rebuilt to fly again only to be shot down again by Japanese military.",China,CN,,,
